,year,description,period,current_country,country
1488,1564,The Jiajing Emperor reduces all imperial clansmen to commoner status in response to their demand for stipends,16th century,7
1489,1565,The Jiajing Emperor becomes ill,16th century,7
1490,1566,Jiajing wokou raids: Ming forces eradicate pirates in Jiangxi and Guangdong,16th century,7
1491,1567,The Jiajing Emperor dies,16th century,7
1492,1567,Zhu Zaihou becomes the Longqing Emperor,16th century,7
1493,1567,The ban on overseas trading is lifted,16th century,7
1494,1570,Wang Gao of the Jianzhou Guard raids Ming settlements,16th century,7
1495,1572,The Longqing Emperor dies,16th century,7
1496,1572,Zhu Yijun becomes the Wanli Emperor,16th century,7
1497,1573,Spanish trade with China begins in Yuegang,16th century,7
1498,1574,Li Chengliang kills Wang Gao with the help of Giocangga and Taksi,16th century,7
1499,1574,A wall is erected around Macau,16th century,7
1500,1575,"Wang Wanggao, a Ming naval officer, arrives at Luzon and returns with a Spanish embassy headed by Martín de Rada; the embassy fails due to the Spanish inability to capture Lin Feng, a Chinese pirate",16th century,7
1501,1576,The China-America trade is established,16th century,7
1502,1578,Portuguese are allowed to travel to Guangzhou,16th century,7
1503,1579,Donglin movement: All private Donglin Academies are shut down,16th century,7
1504,1580,Single whip law: Tax laws are simplified,16th century,7
1505,1580,Officials criticize the Wanli Emperor for negligence and the questionable propriety of his personal life,16th century,7
1506,1582,"Ming forces defeat Atai of the Jianzhou Jurchens, and accidentally kill Giocangga and Taksi, grandfather and father of Nurhaci",16th century,7
1507,1582,The Taicang Treasury accumulates over 6 million taels of silver,16th century,7
1508,1582,A Gregorian calendar more accurate than the Chinese calendar is produced in Europe,16th century,7
1509,1583,Matteo Ricci sets up a church in Zhaoqing,16th century,7
1510,1589,Bozhou rebellion: Miao people rebel in Bozhou,16th century,7
1511,1590,Chinese from Fujian start settling in southwestern Taiwan,16th century,7
1512,1592,Ordos Campaign: Liu Dongyang and Pubei rebel in Ningxia,16th century,7
1513,1592,Ordos Campaign: Ye Mengxiong brings cannons and additional Miao troops to the siege of Ningxia,16th century,7
1514,1592,Ordos Campaign: Dikes around Ningxia are completed,16th century,7
1515,1592,Ordos Campaign: Ningxia is flooded,16th century,7
1516,1592,Ordos Campaign: Rebels make one last attempt to break out of Ningxia,16th century,7
1517,1592,Ordos Campaign: The north wall collapses and the rebellion is defeated,16th century,7
1518,1592,Japanese invasions of Korea (1592–98): Ming forces mobilize to intervene in the Japanese invasion of Joseon,16th century,7
1519,1592,Japanese invasions of Korea (1592–98): Nurhaci offers to fight the Japanese but is refused; Ming reacts with alarm to the size and quality of Nurhaci's troops,16th century,7
1520,1593,Siege of Pyongyang (1593): Ming and Joseon forces evict Japanese troops from Pyeongyang,16th century,7
1521,1593,Battle of Byeokjegwan: An advance Ming scout party is defeated by Japanese forces,16th century,7
1522,1593,Expansion of the Jia Canal begins,16th century,7
1523,1593,Middle and junior grade assignments are assigned by drawing lots,16th century,7
1524,1593,Ming officials issue ten licenses each year for Chinese junks to trade in northern Taiwan,16th century,7
1525,1594,Bozhou rebellion: Ming forces are defeated in Sichuan,16th century,7
1526,1596,The Wanli Emperor dispatches eunuchs as tax collectors and mining intendants,16th century,7
1527,1597,Battle of Jiksan: The Japanese advance towards Hanseong is halted by Ming forces,16th century,7
1528,1598,Siege of Ulsan: Ming and Joseon forces fail to evict the Japanese from Ulsan Castle,16th century,7
1529,1598,Battle of Sacheon (1598): Ming and Joseon forces fail to evict the Japanese from Sacheon,16th century,7
1530,1598,Siege of Suncheon: Ming and Joseon forces fail to evict the Japanese from Suncheon Castle,16th century,7
1531,1598,Battle of Noryang: Ming and Joseon naval forces defeat the Japanese fleet,16th century,7
1532,1598,Japanese invasions of Korea (1592–98): Japanese forces withdraw from Korea,16th century,7
1533,1598,Bozhou rebellion: The Miao rebellion is suppressed,16th century,7
1534,1598,"Mongols kill Li Rusong, the Ming commander-in-chief",16th century,7
1535,1598,Ming cavalry experiments with firing a three-barreled matchlock before using it as a shield while they attack with a saber using their other hand.,16th century,7
1536,1598,Cantonese officials give permission to the Spanish to trade in El Piñal,16th century,7
1537,1599,All major ports have senior eunuchs in residence,16th century,7
1538,1600,The Portuguese in Macau attack the Spanish in Lampacau. The Spanish abandons El Piñal.,17th century,7
1539,1600,The size of European book collections surpass that of China,17th century,7
1540,1602,Matteo Ricci settles in Beijing to preach Christianity,17th century,7
1541,1603,"Sangley Rebellion: The Spanish, Japanese, and Filipinos massacre the Chinese population in Manila; the Wanli Emperor blames a eunuch for aggravating the Spanish by asking if they could mine in Cavite",17th century,7
1542,1603,Nurhaci and Ming generals agree to delineate the boundary between their territories,17th century,7
1543,1603,Chinese scholar Chen Di spends some time at the Bay of Tayouan (which Taiwan takes its name from) during a Ming dynasty anti-pirate mission and provides the first significant description of Taiwanese aborigines,17th century,7
1544,1604,Donglin movement: The Donglin Academy is founded,17th century,7
1545,1605,"A thunderbolt knocks down the flagpole at the Altar of Heaven, which is very inauspicious, causing some officials to resign",17th century,7
1546,1606,"Army officers in Yunnan riot and kill Yang Rong, a eunuch superintendent of mining",17th century,7
1547,1606,Ming muskets are attached with plug bayonets.,17th century,7
1548,1607,The first six books of Euclid's Elements are translated into Chinese,17th century,7
1549,1609,The Jia Canal is completed,17th century,7
1550,1610,Joseph Needham estimates that European civilization surpassed China in astronomy and physics around this time,17th century,7
1551,1615,Nurhaci sends his last tributary emissary to Beijing,17th century,7
1552,1616,"Nurhaci declares the Later Jin, also known as the Amaga Aisin Gurun",17th century,7
1553,1618,Battle of Fushun: Later Jin seizes Fushun,17th century,7
1554,1618,Battle of Qinghe: Later Jin takes Qinghe,17th century,7
1555,1619,Battle of Sarhū: Ming forces are annihilated by Later Jin,17th century,7
1556,1619,Battle of Kaiyuan: Later Jin takes Kaiyuan,17th century,7
1557,1619,Battle of Tieling: Later Jin takes Tieling,17th century,7
1558,1619,"The first Russian envoy, Ivan Petlin, reaches Beijing",17th century,7
1559,1620,The Wanli Emperor dies,17th century,7
1560,1620,Zhu Changluo becomes the Taichang Emperor,17th century,7
1561,1620,The Taichang Emperor becomes ill,17th century,7
1562,1620,The Taichang Emperor dies,17th century,7
1563,1620,Zhu Youjiao becomes the Tianqi Emperor,17th century,7
1564,1620,Ming foundries start producing Hongyipao.,17th century,7
1565,1621,Battle of Shen-Liao: Later Jin seizes Shenyang,17th century,7
1566,1621,She-An Rebellion: Yi people rebel in Sichuan and Guizhou,17th century,7
1567,1621,Battle of Fort Zhenjiang: Ming raids into Later Jin are repulsed,17th century,7
1568,1622,Battle of Guangning: Later Jin seizes Guangning,17th century,7
1569,1622,Battle of Macau: A Dutch attack on Macau is repelled by the Portuguese,17th century,7
1570,1622,White Lotus rebels appear in Shandong,17th century,7
1571,1622,White Lotus rebels block the Grand Canal,17th century,7
1572,1622,Sino-Dutch conflicts: Dutch vessels start raiding Ming trading ships,17th century,7
1573,1622,White Lotus rebels are defeated,17th century,7
1574,1622,"An earthquake strikes Gansu, killing 12,000",17th century,7
1575,1623,Sino-Dutch conflicts: A Dutch raid on Xiamen is repulsed,17th century,7
1576,1623,She-An Rebellion: Ming forces are defeated,17th century,7
1577,1623,The Yellow River bursts its dikes and flood Xuzhou,17th century,7
1578,1624,"Sino-Dutch conflicts: Ming forces evict the Dutch from Penghu and they retreat to Taiwan, settling near the Bay of Tayouan next to a pirate village",17th century,7
1579,1624,She-An Rebellion: Ming forces defeat rebels but are unable to decisively quell the rebellion,17th century,7
1580,1625,The Donglin movement is purged,17th century,7
1581,1626,Battle of Ningyuan: A Later Jin attack on Ningyuan is repulsed and Nurhaci is wounded and dies,17th century,7
1582,1627,Battle of Ning-Jin: Later Jin forces under Hong Taiji attack Jinzhou but are repelled,17th century,7
1583,1627,The Tianqi Emperor dies,17th century,7
1584,1627,Zhu Youjian becomes the Chongzhen Emperor,17th century,7
1585,1628,Drought hits Shanxi,17th century,7
1586,1628,Pirate lord Zheng Zhilong surrenders to the Ming,17th century,7
1587,1629,Jisi Incident: Later Jin forces break through the Great Wall and loot the region around Beijing,17th century,7
1588,1629,"The Chongzhen Emperor cuts funding for the imperial post service, causing out of work postal workers to rebel in Shanxi",17th century,7
1589,1629,She-An Rebellion: The rebels are defeated,17th century,7
1590,1630,Jisi Incident: Later Jin forces retreat,17th century,7
1591,1631,Rebels capture Pingdu,17th century,7
1592,1631,Battle of Dalinghe: Later Jin seizes Dalinghe,17th century,7
1593,1632,Wuqiao Mutiny: Troops from Shandong mutiny  and capture Dengzhou,17th century,7
1594,1632,Spanish Manila trade with China reaches 2 million pesos per year,17th century,7
1595,1632,Ming defensive planners build some star forts but they don't catch on in China.,17th century,7
1596,1633,Wuqiao Mutiny: Shandong rebels defect to Later Jin,17th century,7
1597,1633,Battle of Liaoluo Bay: Ming dockyards start construction of multidecked broadside sailing ships capable of holding large cannons under the supervision of Zheng Zhilong; they get blown up by a Dutch surprise attack,17th century,7
1598,1633,Siege of Lüshun: Later Jin seizes Lüshun,17th century,7
1599,1633,Battle of Liaoluo Bay: Ming forces defeat a Dutch pirate fleet near Kinmen Island (Quemoy),17th century,7
1600,1633,Rebels take Mianzhi,17th century,7
1601,1634,Rebellion breaks out at Tongcheng,17th century,7
1602,1635,Rebels take Fengyang,17th century,7
1603,1635,Ming forces are defeated by rebels in Gansu,17th century,7
1604,1635,Li Zicheng rebels in Shanxi,17th century,7
1605,1635,Telescopes are used for aiming artillery in the Ming dynasty.,17th century,7
1606,1636,Hong Taiji proclaims the Qing dynasty,17th century,7
1607,1638,Qing dynasty conquers Shandong,17th century,7
1608,1638,Ming forces are defeated on the Shanxi-Henan border,17th century,7
1609,1639,"The Spanish and Filipinos massacre 20,000 Chinese in Luzon",17th century,7
1610,1639,Portuguese merchants from Macau are banned from Nagasaki,17th century,7
1611,1639,Zhejiang experiences drought,17th century,7
1612,1640,Rebels enter Sichuan,17th century,7
1613,1641,Li Zicheng enters Henan,17th century,7
1614,1641,Li Zicheng takes Luoyang,17th century,7
1615,1641,Rebel leader Zhang Xianzhong takes Xiangyang,17th century,7
1616,1641,Zhang Xianzhong takes Wuchang,17th century,7
1617,1641,Zhang Xianzhong takes Changsha and Hengzhou,17th century,7
1618,1641,Locusts attack Zhejiang,17th century,7
1619,1642,Battle of Song-Jin: Qing dynasty takes Jinzhou,17th century,7
1620,1642,Floods strike Zhejiang,17th century,7
1621,1642,Composite metal cannons are produced in the Ming dynasty.[355][356],17th century,7
1622,1642,Li Zicheng's rebels manage to create a two zhang breach in Ming fortifications using cannons.,17th century,7
1623,1643,Li Zicheng takes Xiangyang,17th century,7
1624,1643,Li Zicheng takes Xi'an,17th century,7
1625,1643,Zhang Xianzhong declares the Xi dynasty in Huguang,17th century,7
1626,1644,Li Zicheng proclaims his Shun dynasty in Xi'an,17th century,7
1627,1644,Li Zicheng takes Beijing and the Chongzhen Emperor hangs himself,17th century,7
1628,1644,"Battle of Shanhai Pass: Wu Sangui lets the Qing forces through the Great Wall and their forces defeat Li Zicheng in battle, after which Li retreats to Beijing",17th century,7
1629,1644,Qing dynasty takes Beijing and Li Zicheng flees,17th century,7
